signum,revisionID,translitterering,normalisering,translation,Latitude,Longitude,Stil,Inscriber,Material,Period_begin,Period_end,edition
Södermanlands runinskrifter 307,54546530,ulfhiþin • auk : ku.....aiʀ : raistu : stain : þinsa : at : þurstin : faþur : sin ul(f)hiþin · auk : au... ... ...aiʀ : raistu : stai(n) : þinsa : at : þurstin : faþur : sin :,"Ulfheðinn ok ... ... [þ]æiʀ ræistu stæin þennsa at Þorstæin, faður sinn.",Ulvheden och... de reste denna sten efter Torsten sin fader.,59.19172,17.61631,RAK,,,793,1066,0
Södermanlands runinskrifter 308,47834716,hulmfastr ' roþelfr ' ---u ' [ri]sta ' run[a] ' a- ... ... (i)kifast ' suni : sina ['] -iʀ ua(ʀ)u · hua͡str · i(n) · ybir risti,"Holmfastr, ʀoðælfʀ, [let]u rista runaʀ a[t] ... ... Ingifast, syni sina, [þ]æiʀ vaʀu austr()/vestr. En Øpiʀ risti.","Holmfast och Rodälv de ristade runorna efter ... Ingefast sina söner, som hade varit (på vikingafärd) västerut. Men Öpir ristade.",59.19269,17.62609,,Öpir,,1000,1099,0
Södermanlands runinskrifter 311,17505937,hulfastr + lit + braut + ruþia + aftʀ + ik----(þ)i + mu(þ)-r + sina + ku-- + -r-a... + sina,"Holmfastr let braut ryðia æftiʀ Ing[i]..., moð[u]r sina go[ða] ... sina.",Holmfast lät röja väg efter Ingegärd  () sin goda moder….,0.0,0.0,,Östen,,0,1500,0
Södermanlands runinskrifter 314,55847919,... : raisa : ¶ : at : kakr : boana : nytan,"... ræisa at Gagar()/Kag()/Gag(), boanda nytan.","... resa stenen efter Gagar()/Kag()/Gag(), en duglig bonde.",59.42188,16.46854,,,,793,1066,0
Södermanlands runinskrifter 315,55958313,beiliʀ : au(k) ... ... ...þ : hialb... ... auk : gus : moþiʀ ·,Bæiliʀ() ok ... ... [Gu]ð hialp[i] ... ok Guðs moðiʀ.,Bele() och ... Gud hjälpe ... och Guds moder.,59.16185,16.69955,,,,793,1066,0
Södermanlands runinskrifter 319,55810014,: finiþr : kiarþi : kuml : þaisi : eftiʀ : kaiʀbiurn : faþur sin :: han uarþ : tauþr uestr,"Finnviðr() gærði kuml þessi æftiʀ Gæiʀbiorn, faður sinn. Hann varð dauðr vestr.","Finnvid() gjorde detta minnesmärke efter Gerbjörn, sin fader. Han blev död västerut.",58.97819,16.75614,,,,793,1066,0
Södermanlands runinskrifter 320,50137062,: kaiʀuatr : auk : anutr : auk : utamr : rita : stain : at : byrst(a)in · bruþur : sin : saʀ uaʀ : austr · miþ ikuari : trik : snialan : sun : lifayaʀ ×,"Geirhvatr ok Ǫnundr ok Ótamr [létu] rétta stein at Bjórstein, bróður sinn, sá var austr með Ingvari, dreng snjallan, son Lífeyjar.","Gervat och Anund och Otam (lät) resa stenen efter Byrsten, sin broder, som var österut med Ingvar, en rask ung man, Livös son.",58.955694,16.748194,Fp,,Runsten,1010,1050,0
Södermanlands runinskrifter 321,56083558,(u)fik(ʀ) : auk --...rn · l--u · ris- · ... ... ... --- · an · hafþi · til · kart,Ofæigʀ ok ... l[et]u ræis[a] ... ... ... [þan] hann hafði til gært.,Ofeg och ... lät resa ... än han hade förtjänat.,59.42583,16.93029,,"Balle,Balle",,793,1066,0
Södermanlands runinskrifter 323,56037462,[...anti × auk (i)sk(u)tr × þ--ʀ (r)aistu × stan × þinsa at × þuri ... ... + sknkals × raist × runaʀ ×],'''''...anti''''' ok Asgautr þ[æi]ʀ ræistu stæin þennsa at Þori ... ... Skammhals ræist runaʀ.,... och Åsgöt de reste denna sten efter Tore ... Skammhals ristade runorna.,59.44524,16.78963,,Skamhals 1,,793,1066,0
Södermanlands runinskrifter 325,46451309,: kaubi · resti : stin : eftiʀ :· su(i)ni : faþur : sin :,"Kaupi ræisti stæin æftiʀ Svæini, faður sinn.","Kaupi (Köpe) reste sten efter Svenne, sin fader.",59.0,21.0,,,,1000,1099,0
Södermanlands runinskrifter 327,17505932,... (i)uraʀi : kaum : isaio : raisti : stai : ain : þansi : at : : þuaʀ : fauþr : sloþn : kbrat : sin faþu... ul(i) · hano : msi +,... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...,"... reiste denne sten efter ... fader ... sin fader...</dd></dl><p>Följande förslag skrivna på nusvenska är två varianter av den svårtolkade översättningen:</p><dl><dd>Roar, Gumes son, reste denna sten efter Audar Slodes fader och efter sin fader. Guld han i Semgallernas land skiftade.</dd></dl><dl><dd>Isaio reste sten, ensam, denna efter Thuar, fader Slodes, och Brand, sin fader... (runor ristade) Iurar i Kaum.",0.0,0.0,,,,0,1500,0
Södermanlands runinskrifter 329,55869657,[aimuntr : let ... ... (k)uþ salu · ha...],Æimundr let ... [Hialpi] Guð salu ha[ns].,Emund lät ... Hjälpe Gud hans själ.,59.27728,17.10304,,,,793,1066,0
Södermanlands runinskrifter 332,55914413,...-þb-urn · lit · kira · mirki · þ-si ...-... ...u-mlaug sun -in,"[Gu]ðb[i]orn() let gærva mærki þ[e]ssi [at H]o[l]mlaug, sun [s]inn.","Gudbjörn() lät göra dessa märken efter Holmlög, sin son.",59.26955,17.10224,,"Troligen samme ristare som gjort Södermanlands runinskrifter 331,Sö 331",,793,1066,0
Södermanlands runinskrifter 333,54166118,: amuit · rsti · sina · þina · yti · suna · sina · rnulfu/unulfu · aku · hrenki bruþur · sena · uarþi · uti · terebina · i · kalmarna · sutuma · furu · afu · skani ×× eski · rsti · runa · þasi ×,"Amundi() ræisti stæin þenna æftiR sun sinn Runulf/Unnulf ok Hring(), broður sinn. Varð uti drepinn i Kalmarna sundum, foru af Skanøy. Æskell/ÆsgæiRR risti runaR þaRsi.","Amunde reste denna sten efter sin son Runulv och (efter) Ring, sin broder. (Han) blev dräpt uti Kalmarsund, (då de) foro från Skåne. Eskil ristade dessa runor.",59.27376,17.13199,Fp,"Äskil 1 , Äsger  [Källström 2007b]",runsten,1010,1050,0
Södermanlands runinskrifter 335,53098187,uulf͡ui : raisti : stain þana&#124; &#124;at bruþur sin : u:snikin saʀ furs : a:ust:arla : maþ : i:ikn:u:ari : ksibari hulmstains,"Ulfʀ() ræisti stæin þenna at broður sinn Osnikin, saʀ fors austarla með Ingvari, skipari Holmstæins.","Ulfvi reste denna sten efter sin broder Osniken, som dog österut med Ingvar, (han var) Holmstens skeppskamrat.",0.0,0.0,,,,1000,1100,0
Södermanlands runinskrifter 336,43354980,[þorkils lit · kera · merki · ef](t)iʀ + askaut × auk + þorkut × bry(þ)r · sina [· hi]a[l]bi [· k]u[þ] × [a]nt ×,"Þorgils let gærva mærki æftiʀ Asgaut ok Þorgaut, brøðr sina. Hialpi Guð and!","Torgils lät göra minnesmärket efter Åsgöt och Torgöt, sina bröder. Hjälpe Gud (deras) ande!",0.0,0.0,,,,1000,1100,0
Södermanlands runinskrifter 338,29898898,§A · ketil : auk + biorn + þaiʀ + raistu + stain + þin[a] + at + þourstain : faþur + sin + anuntr + at + bruþur + sin + auk : hu[skar]laʀ + hifiʀ + iafna + ketilau at + buanta sin · ¶ bruþr uaʀu þaʀ bistra mana : a : lanti auk : i liþi : uti : h(i)(l)(t)u sini huska(r)la : ui- + §B han + fial + i + urustu + austr + i + garþum + lis + furugi + lanmana + bestr,"§A Kætill ok Biorn þæiʀ ræistu stæin þenna at Þorstæin, faður sinn, Anundr at broður sinn ok huskarlaʀ æftiʀ() iafna, Kætiløy at boanda sinn. Brøðr vaʀu þæiʀ bæztra manna, a landi ok i liði uti, heldu sina huskarla ve[l]. §B Hann fioll i orrustu austr i Garðum, liðs forungi, landmanna bæztr.","Kettil och Björn de reste sten denna åt Torsten, fader sin, Anund åt broder sin och huskarlar efter (deras) jämlike. Kettilö åt (hus)-bonde sin. Bröderna vore de bästa män i landet och i (krigar)skaran utomlands. (Torsten) höllo sina huskarlar väl. Han föll i strid öster i Gårdarike, (krigar)skarans främste (och av) landmän (den) bäste.",0.0,0.0,,,,0,1500,0
Turingestenen,54384572,§A · ketil : auk + biorn + þaiʀ + raistu + stain + þin[a] + at + þourstain : faþur + sin + anuntr + at + bruþur + sin + auk : hu[skar]laʀ + hifiʀ + iafna + ketilau at + buanta sin · ¶ bruþr uaʀu þaʀ bistra mana : a : lanti auk : i liþi : uti : h(i)(l)(t)u sini huska(r)la : ui- + §B han + fial + i + urustu + austr + i + garþum + lis + furugi + lanmana + bestr,"§A Kætill ok Biorn þæiʀ ræistu stæin þenna at Þorstæin, faður sinn, Anundr at broður sinn ok huskarlaʀ æftiʀ() iafna, Kætiløy at boanda sinn. Brøðr vaʀu þæiʀ bæztra manna, a landi ok i liði uti, heldu sina huskarla ve[l]. §B Hann fioll i orrustu austr i Garðum, liðs forungi, landmanna bæztr.","Kettil och Björn de reste sten denna åt Torsten, fader sin, Anund åt broder sin och huskarlar efter (deras) jämlike. Kettilö åt (hus)-bonde sin. Bröderna vore de bästa män i landet och i (krigar)skaran utomlands. (Torsten) höllo sina huskarlar väl. Han föll i strid öster i Gårdarike, (krigar)skarans främste (och av) landmän (den) bäste.",0.0,0.0,,,Runsten,1000,1099,0
Södermanlands runinskrifter 339,55843154,[kiula(i)... ... ... þinsa + at + sturbiurn + faþur sin],"Kiula[kʀ] ... ... þennsa at Styrbiorn, faður sinn.","Kjulak ... denna [sten] efter Styrbjörn, sin fader.",59.19612,17.44101,,"Samma som Södermanlands runinskrifter 307,Sö 307",,793,1066,0
Södermanlands runinskrifter 343,55910308,inkialtr [: raisti : auk : þr]stin · stain · þina · at · arnfast : faþur : sin :,"Ingialdr ræisti ok Þorstæinn stæin þenna at Arnfast, faður sinn.","Ingjald och Torsten reste denna sten efter Ärnfast, sin fader.",59.15914,17.60161,,,,793,1066,0
Södermanlands runinskrifter 344,49198946,× auþbiarn × auk × sigbiarn ×  kuþbian × þaiʀ × byþr × litu × hakua × stain × þinsa × eftiʀ × biurn × fnþur × sin ...(y)stain,"Auðbiorn ok Sigbiorn [ok] Guðbiorn þæiʀ brøðr letu haggva stæin þennsa æftiʀ Biorn, faður sinn. [Ø]ystæinn.","Ödbjörn och Sigbjörn och Gudbjörn, de bröderna, lät hugga denna sten efter Björn, sin fader. Östen (ristade).",59.23821,17.59497,pr3,Östen 1,,1050,1080,0
Södermanlands runinskrifter 345,51184399,... ...in × þinsa × at × kai(ʀ)... ... ...-n · eʀ · e[n-a]þr × ut - × kr...,... [stæ]in þennsa at Gæiʀ... ... [Ha]nn eʀ æn[d]aðr ut [i] Gr[ikkium].,... (resa sten) denna efter Ger ... Han 'är ändad'  ute i Grekland.,59.07586,17.61748,,,Runsten,793,1066,0
Södermanlands runinskrifter 345B,56069536,§A ... ... [raisa :] ... §B ... ...roþur × ...,§A ... [let] ræisa ... §B ... [b]roður ...,§A ... resa ... §B ... broder ...,59.0758,17.61737,,,Runsten|Runstensfragment,793,1066,0
Södermanlands runinskrifter 350,55177753,ulfʀ : auk : igul : raistu : stain : þensa : at ur[i : fa]þur sin : kuþan : kuþ : hialb[i ·] --- hn...,"Ulfʀ ok Igull ræistu stæin þennsa at Orra(), faður sinn goðan. Guð hialpi [and] han[s].","Ulv och Igul reste denna sten efter Orre, sin gode fader. Gud hjälpe hans ande!",59.1111,17.66054,Fp,Traen,,793,1066,0
Södermanlands runinskrifter 351,48190228,...[u] + raisti + stain + þansi + at + uikaiʀ + faþur + sin + uinr ...abu + h-n ×,"... ræisti stæin þannsi at Vigæiʀ, faður sinn. Vindr [dr]apu h[a]nn.","... reste denna sten efter Viger, sin fader. Vender dräpte honom.",59.08728,17.56592,,Traen,,793,1066,0
Södermanlands runinskrifter 352,48212434,§A : ailkufʀ : raisþi : stin : þansi : [at] : þurfast : mag : sin : tisa : at bruþur sin ... [&lt;-rþ&gt;u] §B [tuþr uu...] §C tisa : kiarþ... eft... ... sina,"§A Hælgulfʀ() ræisti stæin þannsi at Þorfast, mag sinn, Disa at broður sinn. ... [u]rðu() §B dauðr() ... §C Disa gærð[i] æft[iʀ] ... sina.","Helgulv() reste denna sten efter Torfast, sin frände, Disa efter sin broder. Disa gjorde (minnesmärket) efter sina . . .",59.070578,17.573831,Fp,Traen,Runsten,1010,1050,0
Södermanlands runinskrifter 354,56037326,...rn : lit : raisa : stain : i... ...,[Bio]rn() let ræisa stæin æ[ftiʀ] ...,Björn() lät resa stenen efter ...,59.11496,17.23748,,,,793,1066,0
Södermanlands runinskrifter 356,55438109,§A + ku... ... + ant + hans ... ku... ... ...uk + þ(a)... §B ... + sum + kiara + litu + tofi + risti + runaʀ + a + nesbiurn + hiok + sta...,"§A Gu[ð hialpi] and hans [ok] G[uðs moðiʀ,] ok þæ[iʀa] §B [manna,] sum gærva letu. Tofi risti runaʀ a, Næsbiorn hiogg stæ[ina].","§A Gud [och] Guds [moder hjälpe] hans ande och de §B [mäns (ande)], som lät göra (detta). Tove ristade runorna härpå, Näsbjörn högg stenarna.",59.37219,16.52543,,"Tove  och ,Näsbjörn",,793,1066,0
Södermanlands runinskrifter 357,55918930,(a)(t) : (a)utisi : sustur ...,"At Øydisi, systur ...","Efter Ödis, [sin] syster ...",59.37227,16.52655,,,,793,1066,0
Södermanlands runinskrifter 358,55918925,...--f :: br...,... ...,,59.37228,16.52634,,,,793,1066,0
Södermanlands runinskrifter 359,52740624,· arulfr · auk · kamal · auk · sbiuti · þair · litu · heli · hakua · eftir · rukuat · faþur · sin · kuþan,"Arnulfʀ ok Gamall ok Spiuti þæiʀ letu hælli haggva æftiʀ Roghvat, faður sinn goðan.","Arnulf och Gammal och Spjute, de läto hällen hugga efter Rogvat, fader sin god.",58.0,56.0,,,,793,1066,0
Södermanlands runinskrifter 360,49682005,: þurstin : reisti : stin : þisi : iffir : bruuʀ : sin þurbn ·: sun : ru-ts : farit : uas i : far-nki :,"Þorstæinn ræisti stæin þannsi æftiʀ broður sinn Þorbiorn, sun ʀuts(). Farinn vas i '''''far-nki'''''.",Torsten reste denna sten efter sin broder Torbjörn son av Rut(). Han hade farit...,58.96455,16.60569,,,,793,1066,0
Södermanlands runinskrifter 361,55909985,...(a)þu × ... ... (u)arþ × i ... ... ...ki(b)ali... ...,... ... ... varð i ... ... [s]kipali[ð] ...,... drunknade() i() ... blev i() ... skeppskamrat(er) ...,58.86025,16.70055,,,,793,1066,0
Södermanlands runinskrifter 362,29785485,+ kulben · auk · iuli · restu · stin · uftiR · ikuar · bruþur · sin ·,"Kulbæinn ok Iuli ræistu stæin æftiR Ingvar, broður sinn.","Kolben och Jule reste stenen efter Ingvar, sin broder.",59.42623,16.33938,KB,,runsten,793,1066,0
Södermanlands runinskrifter 363,29785486,· aystin · raisti · stin · at · þorstin · faþur sin · kuþ · hiolbi · ant ·: þorstinR ·,"Øystæinn ræisti stæin at Þorstæin, faður sinn. Guð hialpi and Þorstæins.","Östen reste stenen efter Torsten, sin fader. Gud hjälpe Torstens ande!",59.42623,16.33927,KB,,,793,1066,0
Södermanlands runinskrifter 367,32518057,hamunr : ulfʀ raisþu : stain : þinsi : efti : hrulf : faþur : sin : ayburg : at : unir sin þaiʀ otu : by : slaiþa:bru + fraystain : hrulfʀ o͡þru&lt;toʀ&gt; &lt;þia&gt;k&lt;n&gt;a,"Hamundr, Ulfʀ ræisþu stæin þennsi æftiʀ Hrolf, faður sinn, Øyborg at ver sinn. Þæiʀ attu by Sleðabro, Frøystæinn, Hrolfʀ, þrottaʀ þiagnaʀ.","Håmund, Ulv reste denna sten efter Rolv, sin fader, Öborg efter sin man. De ägde byn Släbro, Frösten (och) Rolv, dugande män",58.77047,16.97124,RAK,,,793,1066,0
Södermanlands runinskrifter 370,55861363,es-... ... : stain ... ...kaʀ kia-... ... ...a,... ... stæin ... ... ... ... ...,... sten ...,58.91622,17.13328,,,,793,1066,0
Södermanlands runinskrifter 377,56054071,... ...isa · sti- ... -t · su... ...,... [ræ]isa stæi[n] ... [a]t su[n] ...,... resa sten ... efter son ...,59.41897,17.13084,,Tidkume,,793,1066,0
Södermanlands runinskrifter ATA-322-1467-2011,48744780,hul-...-... ...(i)(t) × hak(u)a × (m)arki × þ(a)(s)(i) (e)(f)(t)(i)r × mk (×) sin m(a)n| |nutan × auk × hulmuiþr × fulki × iafn(i) × eftiʀ × br-þur × sin × (k)uþ × hial(b)i ... ... -stain × risti,"Hol[mfastr]() [l]et haggva mærki þessi æftiʀ mag sinn, mann nytan, ok Holmviðr, Folki, Iafni() æftiʀ br[o]ður sinn. Guð hialpi ... ... [Øy]stæinn risti.","Hol(m)fast() lät hugga detta minnesmärke efter sin måg (svåger), en skicklig man, Holmvid, Folke, Jafne() till minne av sin broder. Gud hjälpe... Östen ristade.",0.0,0.0,,,,0,1500,0
Södermanlands runinskrifter ATA4202/63,55952866,...-nu...,...,,59.34307,17.22716,,,,793,1066,0
Södermanlands runinskrifter ATA5501/52,55986349,...al...,...,,58.97638,16.5688,,,,793,1066,0
Södermanlands runinskrifter ATA6058/54,55953898,...-tr · uilal : tum : k-...,... ... ... ...,,58.95566,16.74834,,,,793,1066,0
Södermanlands runinskrifter ATA6163/61,55976600,: ui... ...- : at : sin : faþu- ...----al : akut- ...-- · --...ti : uaʀþis trab-... au- -... ...ia... ...an,... ... at sinn faðu[r] ... Agut[a] ... ... ... drep[inn] ... ... ... ...,... till minne av sin fader ... Ágoti ... dödade ...,58.84691,17.02637,,,,793,1066,0
Södermanlands runinskrifter ATA7551/92,55968270,...-- · lit · -aisa · stain · þinsa · iftiʀ · tu-ta · s-- ...----...,... let [r]æisa stæin þennsa æftiʀ To[s]ta() s[un] ...,... lät resa denna sten efter Torste () (sin) son ...,59.37835,16.76078,,,,793,1066,0
Södermanlands runinskrifter Fv1948;289,55976754,ostriþ : lit : -ira : ku(m)... ...usi ÷ at : anunt ÷ auk : raknualt : sun : sin ÷: urþu : ta...ʀ : - (t)an...-...(k)u : ua-u : rikiʀ : o rauniki : ak : snialastiʀ : i : suiþiuþu,"Astrið let [g]æra kum[bl þa]usi at Anund ok Ragnvald, sun sinn. Urðu da[uði]ʀ [i] Dan[mar]ku, va[ʀ]u rikiʀ a Rauningi ok sniallastiʀ i Sveþiuðu.","Astrid lät göra detta minnesmärke efter Anund och Ragnvald, sin son. Blevo döda i Danmark, voro rika i Rauninge och raskast i Svitjod.",58.0,55.0,,Tore,,793,1066,0
Södermanlands runinskrifter Fv1948;295,51184396,: halftan ÷ rasþi : st(a)- ...si : at : raknualt : faþur : sin : ouk : tan · bruþur sin þrutaʀ þiak(n)a,"Halfdan ræisþi stæi[n þann]si at ʀagnvald, faður sinn, ok Dan, broður sinn, þrottaʀ þiagna.","Halvdan reste denna sten efter Ragnvald, sin fader, och Dan, sin broder, dugande män.",58.74366,16.73842,Fp,,Runsten,793,1066,0
Södermanlands runinskrifter Fv1948;314,55976639,... : sun : s...,"..., sun s[inn].",... sin son ...,59.34307,17.22716,,,,793,1066,0
Södermanlands runinskrifter Fv1954;19,55905297,... ... a × faþur sin × ... ...-(n)(t)a × sin × he(l)ha × ¶ krist × biþia ... ...--... h(i)m...,"... ..., faður sinn, ... [bo]nda sinn Hælga. Krist biðia ... ...","... sin fader, ... ... hennes make. Heliga Kristus ber ...",58.86024,16.70073,,,,793,1066,0
Södermanlands runinskrifter Fv1954;22,55869111,...i : risti : ---... ... ...in... ... sin : han : iʀ : entaþr : i : austruiki : ut : o : la-...,... ræisti ... ... ... ... sinn. Hann eʀ ændaðr i austrvegi ut a La[ngbarðalandi]().,... reste ... ... ... ... sin. Han var död i österled uti Langbardiland,59.38001,16.9585,,,,793,1066,0
Södermanlands runinskrifter Fv1958;242,55440973,· anunr · auk · bruni · raistu · at · kulbain · þina · stain ·,Anundr ok Bruni ræistu at Kulbæin þenna stæin.,Anund och Brune reste efter Kolben denna sten.,0.0,0.0,,"Samme som ristat Södermanlands runinskrifter 84,Sö 84, Södermanlands runinskrifter 85,Sö 85, Södermanlands runinskrifter 362,Sö 362 och Södermanlands runinskrifter 363,Sö 363",,793,1066,0
Södermanlands runinskrifter Fv1969;298,56059299,... : þensa : iftir : eskil : (b)(r)-(þ)... ...,"... þennsa æftiʀ Æskel, br[o]ð[ur] ...","... denna (sten) efter Eskil, (sin) broder",59.39711,16.67357,,,,793,1066,0
Södermanlands runinskrifter Fv1971;208,56067912,× uihmar · raisti · sten · þinsa · eftiʀ · kara · faþur · sin · auk þora ×,"Vigmarr ræisti stæin þennsa æftiʀ Kara, faður sinn, ok Þora.","Vigmar reste denna sten efter Kåre, sin fader, och Tora ...",58.97065,17.8679,,,,793,1066,0
Södermanlands runinskrifter Fv1973;189,55999061,: urmar : raisti : stin : þisa : aftiʀ : þurkil : (f)aþur : ¶ : sin :,"Ormarr ræisti stæin þessa/þennsa æftiʀ Þorkel, faður sinn.","Ormar reste denna sten efter Torkel, sin fader.",59.0,9.0,,,,1000,1099,0
